"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Preventing Witness Leakage in Adaptor Signatures","J. -C. Hsu; R. Tso","Department of Computer Science, National Chengchi University, Taipei, Taiwan; Department of Computer Science, National Chengchi University, Taipei, Taiwan",IEEE Access,"9 Oct 2025","2025","13","","172584","172597","Adaptor signature schemes allow two parties to trade fairly. When a valid signature is revealed, the secret witness can also be extracted. This is useful in blockchain settings such as atomic swaps and fair exchange. However, if an adversary obtains both the pre-signature and the full signature, they can extract the witness. To fix this, we introduce a secret value  $\textsf {aux}$  into the extract algorithm. Only those who know  $\textsf {aux}$  can extract the witness. We also find that the adaptor algorithm must use  $\textsf {aux}$  to remain secure. In a fair exchange, the buyer extracts the witness, and the seller runs the adaptor algorithm. Since both parts need  $\textsf {aux}$ , both parties must share it. The auxiliary secret  $\textsf {aux}$  can be shared using various methods such as non-interactive key exchange (NIKE), interactive key exchange (IKE), and key encapsulation mechanism (KEM). We show that our scheme is aEUF-CMA secure, allows witness extraction only with the shared secret  $\textsf {aux}$ , and introduces a new property called restricted extractability, which ensures the witness remains hidden without  $\textsf {aux}$ . Our contributions are: 1) We show that adaptor signatures can leak the witness if both the pre-signature and full signature are seen, 2) We fix this by adding a shared secret  $\textsf {aux}$  that only the right party knows, 3) We define and prove a new security idea called restricted extractability, and 4) We give an example using Schnorr signatures and show how to share  $\textsf {aux}$  using simple methods like NIKE.","2169-3536","","10.1109/ACCESS.2025.3616813","National Science and Technology Council (NSTC), Taiwan(grant numbers:NSTC114-2634-F004-002-MBK); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11187377","Adaptor signature;fair exchange;key agreement","Security;Protocols;Blockchains;Encryption;Costs;Robustness;Protection;Encapsulation;Computer science;Complexity theory","","","","19","CCBY","1 Oct 2025","2025","","IEEE","IEEE Journals"
"Machine Learning based Trust Model for Secure Internet of Vehicle Data Exchange","G. Manogaran; B. S. Rawal","Computer and Information Science Department, Gannon University, Erie, PA, USA; Cyber Department, Gannon University, Erie, PA, USA",2020 IEEE Globecom Workshops (GC Wkshps,"5 Mar 2021","2020","","","1","6","Internet of vehicles (IoV) is an eminent road-side communication assistive technology that is designed to meet the service requirements of the users. As autonomous vehicles are the base for IoV environment, selecting authenticated neighbours is a prime task for improving the security of the communication environment. In this article, classification based trust model (CTM) for IoV is designed for improving the detection and verification of data and vehicles in the dynamic scenario. The classification and verification follows naïve Bayes machine learning model for distinguishing the vehicles as trusted and untrusted. Depending on the communication attributes of the vehicles, classification distribution is modelled for direct trust in both independent and joint manner. The proposed model is assessed using simulation experiments and it is seen that this model achieves fair trusted and untrusted vehicle detection and less verification delay.","","978-1-7281-7307-8","10.1109/GCWkshps50303.2020.9367424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9367424","Attribute Classification;Internet of Vehicles;Naïve Bayes;Probabilistic Distribution;Trust Model","Authentication;Machine learning;Probabilistic logic;Data models;Internet;Delays;Security","","12","","14","IEEE","5 Mar 2021","7-11 Dec. 2020","7-11 Dec. 2020","IEEE","IEEE Conferences"
"FileBounty: Fair Data Exchange","S. Janin; K. Qin; A. Mamageishvili; A. Gervais",X80 Security; Imperial College London; ETH Zurich; Imperial College London,2020 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),"22 Oct 2020","2020","","","357","366","Digital contents are typically sold online through centralized and custodian marketplaces, which requires the trading partners to trust a central entity. We present FileBounty, a fair protocol which, assuming the cryptographic hash of the file of interest is known to the buyer, is trust-free and lets a buyer purchase data for a previously agreed monetary amount, while guaranteeing the integrity of the contents. To prevent misbehavior, FileBounty guarantees that any deviation from the expected participants’ behavior results in a negative financial payoff; i.e. we show that honest behavior corresponds to a subgame perfect Nash equilibrium. Our novel deposit refunding scheme is resistant to extortion attacks under rational adversaries. If buyer and seller behave honestly, FileBounty’s execution requires only three on-chain transactions, while the actual data is exchanged off-chain in an efficient and privacypreserving manner. We moreover show how FileBounty enables a flexible peer-to-peer setting where multiple parties fairly sell a file to a buyer.","","978-1-7281-8597-2","10.1109/EuroSPW51379.2020.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9229692","","Protocols;Blockchain;Smart contracts;Cryptography;Nash equilibrium;Resistance;Games","","11","","49","IEEE","22 Oct 2020","7-11 Sept. 2020","7-11 Sept. 2020","IEEE","IEEE Conferences"
"Design and Implementation of a Secure Online Test Environment Using Real-Time User Verification","V. Shinde; P. Mewada; J. Kotadia; S. Patel","Department of Cyber Security, Shah and Anchor Kutchhi Engineering College, Mumbai, India; B.Tech in Cyber Security, Shah and Anchor Kutchhi Engineering College, Mumbai, India; B.Tech in Cyber Security, Shah and Anchor Kutchhi Engineering College, Mumbai, India; B.Tech in Cyber Security, Shah and Anchor Kutchhi Engineering College, Mumbai, India",2025 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),"17 Feb 2026","2025","","","1","10","With the recent surge in online education, students around the world have gained unprecedented access to learning opportunities. However, this shift has also made it harder to keep remote exams fair and secure. Old-fashioned proctoring methods just don't work as well in a virtual setting, and as more assessments move online, there's a real need for security solutions that are both reliable and easy for students to use. That's why we created SecuCode-a system designed to help maintain academic honesty during online exams without adding unnecessary stress or complexity for students. SecuCode starts with a simple PIN login, making it easy for students to get started while still confirming their identity. Once the exam begins, the system uses real-time facial recognition to make sure the same person stays present throughout the test. What really makes SecuCode different is its strike-based monitoring approach: if a student's face disappears from the camera too many times, the exam is automatically submitted. This way, the system discourages cheating but also understands that honest mistakes can happen. Our goal with SecuCode is to create a secure, respectful online exam experience that supports both students and educators as online learning continues to grow.","","979-8-3315-5305-0","10.1109/ICBDS67396.2025.11377241","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11377241","online examination;identity verification facial recognition;secure authentication;proctoring system;academic integrity","Face recognition;Education;Real-time systems;Pins;Complexity theory;Security;Reliability;Surges;Stress;Monitoring","","","","27","IEEE","17 Feb 2026","30 Oct.-1 Nov. 2025","30 Oct.-1 Nov. 2025","IEEE","IEEE Conferences"
"On the Security and Efficiency of Different Secure Hash Algorithms","A. Soni; S. K. Sahay","Department of CSIS, BITS Pilani KK Birla Goa Campus, Goa, India; Department of CSIS, BITS Pilani KK Birla Goa Campus, Goa, India","2025 International Conference on Communication, Computing, Networking, and Control in Cyber-Physical Systems (CCNCPS)","29 Aug 2025","2025","","","125","131","Cryptographic hash functions are essential for securing data integrity in systems such as digital signatures, blockchain networks, and secure communication protocols. Among the widely adopted standards, Secure Hash Algorithm 2 (SHA2), particularly the 256-bit variant (SHA2-256), has been extensively used across various applications for over two decades. However, with advancements in computational power and the emergence of quantum algorithms like Grover’s, concerns have been raised about the long-term security and efficiency of SHA2-256. Therefore, in this paper, we present a detailed performance analysis of all major variants of SHA2 and Secure Hash Algorithm 3 (SHA3) across a wide range of input sizes ranging from 1 KB to 1 GB. Each algorithm was implemented from scratch in the C programming language and evaluated on both an Intel i7 processor and a Raspberry Pi 4B device to ensure a fair and unbiased comparison across platforms. The results show that lighter SHA3 variants, such as SHA3-224 and SHA3-256, offer better performance for small inputs but provide comparatively lower security margins. Interestingly, SHA2-512 outperformed SHA2-256 consistently across all data sizes, with up to 94% faster processing on large files, making it not only more efficient, but also cryptographically stronger. Despite this, SHA2-256 remains the default in most current systems. These findings highlight the need to reconsider default choices and promote the broader adoption of SHA2-512 in modern and emerging applications such as Internet of Things (IoT) devices, blockchain infrastructures, and other performance-sensitive environments where the efficiency and security levels of the systems are critical.","","979-8-3315-9713-9","10.1109/CCNCPS66785.2025.11135672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11135672","Secure Hash Algorithm 2 (SHA-2);Secure Hash Algorithm 3 (SHA-3);Efficiency;Next Generaion Systems","Performance evaluation;Quantum algorithm;Protocols;Distance measurement;Blockchains;Telecommunication computing;Performance analysis;Internet of Things;Standards;Digital signatures","","","","20","IEEE","29 Aug 2025","10-12 June 2025","10-12 June 2025","IEEE","IEEE Conferences"
"An Efficient Byzantine Fault-Tolerant Consensus Mechanism Based on Aggregate Threshold Ring Signature","L. Chen; C. Wang; W. Jiang","School of Cyber Science and Engineering, Southeast University, Nanjing, China; School of Cyber Science and Engineering, Southeast University, Nanjing, China; School of Cyber Science and Engineering, Southeast University, Nanjing, China",2023 8th International Conference on Computer and Communication Systems (ICCCS),"26 Jun 2023","2023","","","430","439","To address the problems of existing consensus mechanism in blockchain such as too much information interactions among nodes, and simple election strategy of master node, this paper firstly proposes an Aggregate Threshold Ring Signature (ATRS) algorithm, which is efficient, anonymous and takes up less space. Then we apply it to the consensus mechanism of blockchain, and proposes a consensus mechanism based on ATRS algorithm, named Ring Signature-Practical Byzantine Fault Tolerance (ATRS-PBFT) consensus mechanism. This consensus mechanism reduces the number of signatures and verifications and improves the efficiency of the mechanism. In order to increase the security, the consensus proposed in this paper also adopts a credit hierarchy in the master node election strategy, divides the nodes' credit rating before the master node election, and selects the nodes with high credit rating as the master nodes, which reduces the probability of malicious nodes becoming the master nodes. The optimized consensus mechanism can both achieve privacy protection for nodes using ring signature and reduce the data computation in the signature process to improve the efficiency of the mechanism. From the simulation experiments, it can be seen that ATRS-PBFT consensus has the advantages of increased throughput, reduced latency, short block-out time, and high efficiency compared with the traditional PBFT consensus mechanism.","","978-1-6654-5612-8","10.1109/ICCCS57501.2023.10151277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10151277","PBFT;ATRS-PBFT;blockchain;consensus mechanism","Fault tolerance;Voting;Aggregates;Fault tolerant systems;Switches;Throughput;Particle measurements","","2","","11","IEEE","26 Jun 2023","21-23 April 2023","21-23 April 2023","IEEE","IEEE Conferences"
"Comparative Performance Analysis of Ethereum and Optimism Smart Contracts in Health Insurance","B. A. Dedetürk; B. K. Dedetürk","Department of Computer Engineering, Abdullah Gul University, Kayseri, Türkiye; Department of Software Engineering, Erciyes University, Kayseri, Türkiye",2024 9th International Conference on Computer Science and Engineering (UBMK),"11 Dec 2024","2024","","","1","6","One type of insurance that people purchase to cover unexpected medical expenses is health insurance. In exchange for premium payments, the insurance company may cover a portion of the insured person's medical expenses, such as prescription medications, hospital stays, and doctor visits. This method makes access to healthcare easier and less expensive. Health insurance systems do, however, have a number of issues, including fair insurance premium calculation, automation, data verification, privacy and security, and cost effectiveness. These issues are starting to be addressed by blockchain technology, particularly with the help of smart contracts. Using a comparison analysis between Ethereum and Optimism smart contracts, this paper demonstrates the performance of health insurance. Simulation of these BC technologies was carried out both on the Sepolia testnet and using Alchemy. Tools and metrics provided to monitor the performance of Alchemy applications, detect errors, and analyze user interactions were used in the measurements. While Ethereum's well-established ecosystem offers robust support for smart contracts, Optimism distinguishes itself as a scalable substitute that delivers quicker transaction speeds and more affordable options. According to the analysis results, the advantages and disadvantages of Ethereum and Optimism are highlighted when it comes to health insurance.","2521-1641","979-8-3503-6588-7","10.1109/UBMK63289.2024.10773514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10773514","health insurance;ethereum;optimism","Costs;Hospitals;Scalability;Smart contracts;Measurement uncertainty;Insurance;Blockchains;Performance analysis;Security;Monitoring","","2","","22","IEEE","11 Dec 2024","26-28 Oct. 2024","26-28 Oct. 2024","IEEE","IEEE Conferences"
"Are We There Yet? Unraveling the State-of-the-Art Smart Contract Fuzzers","S. Wu; Z. Li; L. Yan; W. Chen; M. Jiang; C. Wang; X. Luo; H. Zhou","The Hong Kong Polytechnic University, Hong Kong, China; The Hong Kong Polytechnic University, Hong Kong, China; The Hong Kong Polytechnic University, Hong Kong, China; The Hong Kong Polytechnic University, Hong Kong, China; The Hong Kong Polytechnic University, Hong Kong, China; Xi’ an Jiaotong University, Xi'an, China; The Hong Kong Polytechnic University, Hong Kong, China; The Hong Kong Polytechnic University, Hong Kong, China",2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),"14 Jun 2024","2024","","","1560","1572","Given the growing importance of smart contracts in various applications, ensuring their security and reliability is critical. Fuzzing, an effective vulnerability detection technique, has recently been widely applied to smart contracts. Despite numerous studies, a systematic investigation of smart contract fuzzing techniques remains lacking. In this paper, we fill this gap by: 1) providing a comprehensive review of current research in contract fuzzing, and 2) conducting an in-depth empirical study to evaluate state-of-the-art contract fuzzers' usability. To guarantee a fair evaluation, we employ a carefully-labeled benchmark and introduce a set of pragmatic performance metrics, evaluating fuzzers from five complementary perspectives. Based on our findings, we provide direction for the future research and development of contract fuzzers.","1558-1225","979-8-4007-0217-4","10.1145/3597503.3639152","National Natural Science Foundation of China(grant numbers:62272379); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10548588","Smart Contract;Fuzzing;Evaluation","Measurement;Systematics;Reviews;Smart contracts;Fuzzing;Benchmark testing;Security","","9","","111","","14 Jun 2024","14-20 April 2024","14-20 April 2024","IEEE","IEEE Conferences"
"Near Optimal Locality-Aware Task Allocation towards Stable Blockchain-Based MEC System: A Potential Game Approach","L. Ma; Y. Zhou; L. Wang; X. Wang; C. F. Chiasserini; G. Han","College of Software, Northeastern University, Shenyang, China; College of Software, Northeastern University, Shenyang, China; School of Computer Science, Northwestern Polytechnical University, Xi'an, China; School of Computer Science and Engineering, Northeastern University, Shenyang, China; Politecnico di Torino, Torino, Italy; Department of Information Science and Engineering, Hohai University, Changzhou, China",IEEE Transactions on Mobile Computing,"","2025","PP","99","1","15","We consider the efficient resource allocation task in the blockchain-based mobile edge computing (MEC) system that requires decentralized transaction management to validate transactions between edge servers (ESs) and mobile devices (MDs). In such task allocation process (where MDs' resources are limited and privacy-sensitive), it is a significant challenge to guarantee individual rationality with satisfactory system stability while enabling flexible task offloading under various locality constraints (e.g., communication distance, bandwidth and delay). In this paper, we formulate the target problem as a blockchain-assisted task-resource matching model, and then propose a near optimal locality-aware resource allocation mechanism over smart contract to enable automatic and efficient transactions in MEC system. More specifically, for the service agents selection, we design the preference-based selection strategy to get highest estimated profit. For the flexible task offloading, we develop the minimum delay task graph partitioning algorithm to determine the optimal task offloading solution for MD under different resource bundles. For the task-resource matching, we propose a task-resource matching game (based on potential game) with the second lowest cost strategy to determine the matching of task-resource and decide the price of resource bundle. For the transaction verification and block allocation, we propose a social welfare-driven consensus mechanism to enable verified transaction and fair block allocation in a reward-free way. Strict theoretical analysis and extensive simulations demonstrate that our mechanism guarantees individual rationality, Nash Equilibrium, and stable near optimal solution.","1558-0660","","10.1109/TMC.2025.3638824","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11271484","Mobile edge computing;Task allocation;Nash Equilibrium;Social welfare;Individual rationality","Resource management;Smart contracts;Wireless communication;Games;Nash equilibrium;Consensus protocol;Analytical models;Payloads;Mobile handsets;Computational modeling","","","","","IEEE","1 Dec 2025","","","IEEE","IEEE Early Access Articles"
"Voting System using Hough Transformation","V. R. Shravani; S. Bhat; B. N. Nainika; R. Tekumatla; K. B. Raju","Department of CSE, Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, India; Department of CSE, Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, India; Department of CSE, Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, India; Department of CSE, Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, India; Department of CSE, Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, India",2023 7th International Conference on Intelligent Computing and Control Systems (ICICCS),"8 Jun 2023","2023","","","1132","1138","This research work intends to develop a secure voting system, which uses iris recognition and Hough transformation to make sure that the voting process is safe and reliable. The main processes involved in the proposed system are, obtaining iris image as input, recognizing and authenticating the iris, and finally casting a vote. The iris image acquisition module uses a camera to capture a picture of the voter’s iris. The iris recognition and authentication module compares the image of the voter’s iris to the database to make sure that the voter is who they say they are. The voting module lets a voter who has already been verified vote in a safe way. Hough transformation helps make the system more secure by getting rid of any strange iris images and lowering the risk of fraud. The proposed system was tested on a set of 500 images of iris, and it worked well and was hard to trick. This system could make voting systems safer and more accurate, boost voter confidence in the voting process, and help make sure elections are fair and open.","2768-5330","979-8-3503-9725-3","10.1109/ICICCS56967.2023.10142259","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10142259","secure voting system;iris recognition;Hough transformation;identity verification;fraud prevention;accuracy;reliability","Casting;Image recognition;Databases;Voting;Control systems;Cameras;Fraud","","","","18","IEEE","8 Jun 2023","17-19 May 2023","17-19 May 2023","IEEE","IEEE Conferences"
"Course-Correct to DeFi Lacking Default Deficiency","D. W. Kravitz; M. Z. Halverson","Spring Labs, San Jose, CA, USA; Spring Labs, Anaheim, CA, USA","2023 20th Annual International Conference on Privacy, Security and Trust (PST)","22 Nov 2023","2023","","","1","12","This paper explores methods of assessing risk on-chain by efficiently integrating off-chain identity- and attribute-verification and on-chain transaction activity. While decentralized finance (DeFi) is a well-suited application of permissionless blockchains, it is severely constrained in its ability to reconcile real-world identities and, as a result, to quantify their associated transaction risk using solely on-chain data, limiting its realistic applications. Opening the ecosystem to a broader range of use cases requires consistent pseudonymity and quantifiable reputation. Traditional finance quantifies risk by collecting and vetting reputation information for an individual, such as credit scores or payment history. We explore a mechanism to incorporate these traditional trust factors into the DeFi ecosystem while both preserving individual privacy within a competitive and fair environment and retaining compatibility with existing platforms such as Ethereum. Even though blockchains are inherently public, our solution gives users control over the release of information that pertains to them. Consequently, our contribution focuses on customized methods that balance the level of disclosure of verfiable, provably-sourced user information against the likelihood of the user successfully gaining access to a desired resource, such as a loan under mutually-agreeable terms. Our solution is consistent with the zero-trust model in that it imports explicit trust from recognized sources through relevant, continuously updated metrics.","2643-4202","979-8-3503-1387-1","10.1109/PST58708.2023.10320175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10320175","Zero Trust;Encryption;Authorization;Smart Contracts;Digital Signatures;Distributed Databases;Blockchains","Measurement;Privacy;Data privacy;Limiting;Ecosystems;Finance;Decentralized applications","","","","26","IEEE","22 Nov 2023","21-23 Aug. 2023","21-23 Aug. 2023","IEEE","IEEE Conferences"
"FedAD-Bench: A Unified Benchmark for Federated Unsupervised Anomaly Detection in Tabular Data","A. Anwar; B. Moser; D. Herurkar; F. Raue; V. Hegiste; T. Legler; A. Dengel","German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; RPTU Kaiserslautern-Landau, Germany; German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany",2024 2nd International Conference on Federated Learning Technologies and Applications (FLTA),"21 Jan 2025","2024","","","115","122","The emergence of federated learning (FL) presents a promising approach to leverage decentralized data while preserving privacy. Furthermore, the combination of FL and anomaly detection is particularly compelling because it allows for detecting rare and critical anomalies (usually also rare in locally gathered data) in sensitive data from multiple sources, such as cybersecurity and healthcare. However, benchmarking the performance of anomaly detection methods in FL environments remains an underexplored area. This paper introduces FedADBench, a unified benchmark for evaluating unsupervised anomaly detection algorithms within the context of FL. We systematically analyze and compare the performance of recent deep learning anomaly detection models under federated settings, which were typically assessed solely in centralized settings. FedAD-Bench encompasses diverse datasets and metrics to provide a holistic evaluation. Through extensive experiments, we identify key challenges such as model aggregation inefficiencies and metric unreliability. We present insights into FL's regularization effects, revealing scenarios in which it outperforms centralized approaches due to its inherent ability to mitigate overfitting. Our work aims to establish a standardized benchmark to guide future research and development in federated anomaly detection, promoting reproducibility and fair comparison across studies.","","979-8-3503-5481-2","10.1109/FLTA63145.2024.10839838","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10839838","Federated Learning;Distributed Machine Learning;Unsupervised Anomaly Detection;Outlier Detection;Benchmark","Deep learning;Data privacy;Federated learning;Medical services;Benchmark testing;Reproducibility of results;Anomaly detection;Research and development;Overfitting;Context modeling","","6","","33","IEEE","21 Jan 2025","17-20 Sept. 2024","17-20 Sept. 2024","IEEE","IEEE Conferences"
"Fully Transparent, Privacy-Preserving Yet Verifiable, Attack-Resistant, and Practical Remote Electronic Voting Rendering Assured and Fair Elections","N. Swearingen; X. Zou; N. Li","Computer Science Department, Indiana University Indianapolis, Indianapolis, IN, USA; Computer Science Department, Indiana University Indianapolis, Indianapolis, IN, USA; Computer Science Department, Purdue University, West Lafayette, IN, USA",IEEE Transactions on Privacy,"24 Sep 2025","2025","2","","105","118","The prolonged COVID-19 pandemic during the 2020 U.S. general election highlighted the significant challenges and risks associated with voting in person at booths, leading to frustration, pain, and even life-threatening consequences. This unexpected crisis underscored the urgent need for a secure, accessible, and robust voting platform that enables voters to cast their ballots remotely with peace of mind. Building on our previous work Zou et al. 2014, this paper presents a practical and resilient e-voting system designed to ensure enduring privacy through secret sharing. Voters can cast their ballots remotely without needing to visit a voting booth, while also having the ability to verify their individual plain/clear votes. The system allows anyone to tally and verify vote counts for all candidates both visually and technically, making the entire process—from ballot casting to tallying and verification—transparent and publicly accessible. The system is resistant to both insider misbehavior and external attacks. Additionally, the new e-voting technique incorporates an all-or-nothing principle, ensuring that no partial results are disclosed, and trust is evenly distributed among all participants. As a result, this technique provides a secure and fair solution for public elections.","2836-208X","","10.1109/TP.2025.3603141","National Science Foundation(grant numbers:DGE-2011117,18/811,009); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11142593","C.2.0.f Network-level security and protection;D.4.6 Security and Privacy Protection;D.4.6.c Cryptographic controls;H.2.0.a Security;integrity;and protection","Electronic voting;Vectors;Protocols;Cryptography;Information integrity;Information filtering;Data privacy;Casting;Protection;Privacy","","","","104","CCBYNCND","26 Aug 2025","2025","","IEEE","IEEE Journals"
"PIWS: Private Intersection Weighted Sum Protocol for Privacy-Preserving Score-Based Voting With Perfect Ballot Secrecy","S. Lu; Z. Li; X. Miao; Q. Han; J. Zheng","Key Laboratory of Network Cryptography Technology of Henan, Information Engineering University, Zhengzhou, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Network Cryptography Technology of Henan, Information Engineering University, Zhengzhou, China; Department of Information Science and Engineering, School of Computer Science, Ocean University of China, Qingdao, China; Department of Information Technology, Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Computational Social Systems,"24 May 2023","2023","10","3","1039","1056","This article proposes private intersection weighted sum (PIWS), a scalable, fair, and privacy-preserving intersection weighted sum protocol and applies it to voting scenarios. The PIWS protocol can privately calculate the intersection of identity index sets maintained by each participant and can privately calculate the weighted sum of the data associated with the identity indexes of the intersection set. After the execution of the protocol, both parties can only know the weighted sum, but not any additional information, such as any identity index or associated data of the other party. The PIWS protocol is very suitable for the privacy-preserving weighted voting scenarios and has three novel characteristics. First, it does not require as many semitrusted tally clerks as other protocols, which greatly reduces the deployment, communication, and calculation costs involved. It only requires the distributed deployment of voting servers and weight servers that are honest but curious. This is consistent with the deployment framework of the future big data application backgrounds. Second, perfect privacy protection and ballot secrecy are achieved. That is, the voting terminal or polling station provides encryption services for ballots immediately after each ballot is cast. All voting information is then expressed in ciphertext throughout the weighting and counting processes, until the final result of the weighted vote is passed to the voting server in the ciphertext. After decryption, the voting server only knows the results of the voting and it has no knowledge of the content or preference of the ballots, the privacy of the voters, or even the process of counting the votes. This design avoids the disclosure of voter privacy and ballot information, and the ciphertext form also prevents malicious users from cheating or tampering with voter or ballot information during the counting process. To better explain the security of our protocol, we present the provable security of the protocol under the honest-but-curious model and show the formal verification obtained using the Tamarin prover software. Third, our protocol not only achieves the function of an optional weighted voting protocol but also is relatively lightweight and efficient. The efficiency analysis results of the deployed voting system in terms of communication, storage, and calculation show that the protocol meets the requirements applicable to real-world applications. In summary, PIWS is superior to existing voting protocols in terms of function, security, and efficiency, and can be harmoniously applied to model updating of federated learning, consensus building of blockchain systems, or decision-making in artificial intelligence.","2329-924X","","10.1109/TCSS.2022.3162869","National Natural Science Foundation of China(grant numbers:62172405,61872381); Beijing Municipal Science and Technology Commission(grant numbers:Z191100007119006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9756417","Perfect ballot secrecy;privacy intersection protocol;provable security;Tamarin;weighted voting protocol","Protocols;Privacy;Servers;Decision making;Indexes;Electronic voting;Costs","","8","","46","IEEE","12 Apr 2022","June 2023","","IEEE","IEEE Journals"
"AI-Powered Freelancing Platform with Escrow Payments and Skill Verification","S. L; B. C. J; G. Ankitha; S. M. H. Yadullahi; S. A. Ahamed; B. N. A","Big Data Analytics Lab, School of Computer Science & Engineering, Presidency University, Bangalore; School of Computer Science & Engineering, Presidency University, Bangalore; Big Data Analytics Lab, School of Computer Science & Engineering, Presidency University, Bangalore; Big Data Analytics Lab, School of Computer Science & Engineering, Presidency University, Bangalore; School of Computer Science & Engineering, Presidency University, Bangalore; Department of Information Technology, Panimalar Engineering College, Chennai",2025 7th International Symposium on Advanced Electrical and Communication Technologies (ISAECT),"12 Jan 2026","2025","","","1","6","The rapid expansion of the gig economy has increased immensenly the need for freelancing platforms that require fair collaboration, reliable skill validation and secure payment mechanisms. Existing marketplaces such as Upwork, Fiverr and Freelancer they depend on self-reported skills and closed escrow workflows, which often result in skill mismatches, payment conflicts and poor job recommendations. This paper presents an AI-enabled freelancing platform designed to enhance trust, transparency and efficiency through real-time skill verification, personalized job matchmaking with AI enabled models and automated escrow-based payments with razorpay. The proposed system integrates a Flask model backend with a MySQL database, with artificial intelligence techniques such as natural language processing for portfolio evaluation and adaptive quizzes for skill assessment, along with Razorpay-based milestone escrow payments. Experimental evaluation reveales notable improvements over exsiting platforms, achieving a skill verification accuracy of 92.3%, recommendation accuracy of 89.5%, and significantly higher payment transparency. The system architecture includes a responsive web interface developed using HTML, CSS and Bootstrap, an administrative dashboard for platform management and robust security controls. By addressing key limitations of existing freelancing solutions, this platform improves user satisfaction while reducing fraudulent activities. Future enhancements will focus on blockchain-based security, advanced recommendation models, and gamification strategies to further strengthen user engagement.","","979-8-3315-6957-0","10.1109/ISAECT68904.2025.11318819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11318819","Freelancing Platforms;Artificial Intelligence;Skill Validation;Escrow Payments;Job Matching;Flask;MySQL","Adaptation models;Accuracy;Biological system modeling;System performance;Systems architecture;Transformers;Security;Reliability;Artificial intelligence;Portfolios","","","","13","IEEE","12 Jan 2026","18-20 Dec. 2025","18-20 Dec. 2025","IEEE","IEEE Conferences"
