"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Misyura, M.; Zhang, T.; Sukhai, M.A.; Mathew, M.; Garg, S.; Kamel-Reid, S.; Stockley, T.L.","Misyura, Maksym (55542246000); Zhang, Tong (55729087700); Sukhai, Mahadeo A. (6508125575); Mathew, Mariam T. (55472077500); Garg, Swati (57191706454); Kamel-Reid, Suzanne (7006391577); Stockley, Tracy L. (6603460973)","55542246000; 55729087700; 6508125575; 55472077500; 57191706454; 7006391577; 6603460973","Comparison of Next-Generation Sequencing Panels and Platforms for Detection and Verification of Somatic Tumor Variants for Clinical Diagnostics","2016","Journal of Molecular Diagnostics","18","6","","842","850","38","10.1016/j.jmoldx.2016.06.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992518910&doi=10.1016%2Fj.jmoldx.2016.06.004&partnerID=40&md5=931dd61123532b347640d6d78452b9f5","Use of next-generation sequencing to detect somatic variants in DNA extracted from formalin-fixed, paraffin-embedded tumor tissues poses a challenge for clinical molecular diagnostic laboratories because of variable DNA quality and quantity, and the potential to detect low allele frequency somatic variants difficult to verify by non–next-generation sequencing methods. We evaluated somatic variant detection performance of the MiSeq and Ion Proton benchtop sequencers using two commercially available panels, the TruSeq Amplicon Cancer Panel and the AmpliSeq Cancer Hotspot Panel Version 2. Both the MiSeq-TruSeq Amplicon Cancer Panel and Ion Proton-AmpliSeq Cancer Hotspot Panel Version 2 were comparable in terms of detection of somatic variants and allele frequency determination using DNA extracted from tumor tissue. Concordance was 100% between the panels for detection of somatic variants in genomic regions tested by both panels, including 27 variants present at low somatic allele frequency (<15%). Use of both the MiSeq and Ion Proton platforms in a combined workflow enabled detection of potentially actionable variants with importance for patient diagnosis, prognosis, or treatment in 49% (305/621) of cases. Overall, a combined workflow using both platforms enabled successful molecular profiling of 96% (621/644) of tumor samples, and provided an approach for verification of somatic variants not amenable to verification by Sanger sequencing (<15% variant allele frequency). © 2016 American Society for Investigative Pathology and the Association for Molecular Pathology","","DNA; tumor marker; Article; cancer diagnosis; clinical laboratory; comparative study; controlled study; diagnostic accuracy; diagnostic value; DNA extraction; gene frequency; genetic analyzer; genetic variability; human; human cell; human genome; human tissue; major clinical study; molecular diagnosis; molecular diagnostics; next generation sequencing; polymerase chain reaction system; retrospective study; software; solid tumor; allele; genetic screening; genetic variation; genetics; high throughput sequencing; Neoplasms; procedures; reproducibility; sensitivity and specificity; standards; workflow; Alleles; Biomarkers, Tumor; Gene Frequency; Genetic Testing; Genetic Variation; High-Throughput Nucleotide Sequencing; Humans; Reproducibility of Results; Sensitivity and Specificity; Workflow","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84992518910"
"de Souza, P.P.; Motoike, S.Y.; Carvalho, M.; Kuki, K.N.; Borges, E.E.; Silva, A.M.","de Souza, Patrícia Pereira (55890567500); Motoike, Sérgio Yoshimitsu (16233904700); Carvalho, Mychelle (24465039100); Kuki, Kacilda Naomi (23767232000); Borges, Eduardo E.L. (23092947400); Silva, Antônio Marcos (58273776000)","55890567500; 16233904700; 24465039100; 23767232000; 23092947400; 58273776000","Storage on the vigor and viability of macauba seeds from two provenances of Minas Gerais State; Tipo de armazenamento no vigor e na viabilidade de sementes de macaúba oriundas de duas localidades do Estado de Minas Gerais","2016","Ciencia Rural","46","11","","1932","1937","11","10.1590/0103-8478cr20150848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990058843&doi=10.1590%2F0103-8478cr20150848&partnerID=40&md5=3321c720324514f3395f0889c376b5f2","Macauba palm stands out for having favorable features to biodiesel production such as the high oil content of its fruit. Considering the great potential of the species and their applicability in the renewable energy field, it becomes indispensable to establish the right conditions for storing the seeds for propagation purpose. The aim of this research was to evaluate the effect of seed moisture content, packaging, and storage conditions such as temperature and relative humidity on the quality of seeds from Minas Gerais State, during a 12-month storage period. The research had two independent assays: (I) the seeds were stored with three moisture contents/ranges 4.0≤6.0%; 6.0≤8.0% and 8.0≤10.0% in impermeable packages, under room temperature and at 10°C; (II) seeds with approximately 5.9% of moisture content were stored in three different types of packages: a) permeable, b) semi-permeable and c) impermeable. Three storing conditions were tested: a) room temperature and RH under laboratory conditions; b) 15°C and 45% RH; c) 20°C and 55% RH. Water content, germination rate and germination speed index were evaluated at 0, 4, 8 and 12 months of storing. The best germination results were obtained with the moisture range of 6.0≤8.0%, with seeds kept at room temperature; while the seeds stored at 10°C, regardless the moisture range, did not survive. The stored seeds with 5.9% moisture content and at both 15°C/45%RH and 20°C/55% RH conditions, independently of the package type used, showed the best results. Thus, macaw palm seeds can be classified as intermediates seeds. © 2016, Universidade Federal de Santa Maria. All rights reserved.","Acrocomia aculeata; Orthodox; Recalcitrant","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-84990058843"
"Anderlini, L.; Gerardi, D.; Lagunoff, R.","Anderlini, Luca (6603125128); Gerardi, Dino (6701827113); Lagunoff, Roger D. (6602771277)","6603125128; 6701827113; 6602771277","Auditing, disclosure, and verification in decentralized decision problems","2016","Journal of Economic Behavior and Organization","131","","","393","408","1","10.1016/j.jebo.2016.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990049607&doi=10.1016%2Fj.jebo.2016.09.002&partnerID=40&md5=978f48ec4377ebf7c7ee8b6032d4fbdc","We study the relative performance of disclosure and auditing in decentralized institutions. We consider the information transmission problem between two decision makers who take actions in sequence at two decision dates. The first decision maker has private information about a state of nature that is relevant for both decisions, and sends a message to the second. The second decision maker can commit to only observe the message (disclosure), or can retain the option to observe the action of the first decision maker (auditing) or, at some cost, to verify the state. In equilibrium, state verification will never occur and the second decision maker effectively chooses between auditing and disclosure. When the misalignment in preferences reflects an agency bias – a bias in a decision maker's own action relative to that of the other – then the second decision maker chooses to audit in equilibrium. When the misalignment in preferences reflects an ideological bias – one decision maker prefers all actions to be biased relative to the other decision maker – then, for a large enough misalignment, the second decision maker chooses disclosure in equilibrium. Our results indicate that the ability to commit to forego the audit has value in the latter case. © 2016 Elsevier B.V.","Agency bias; Auditing; Disclosure; Ideological bias","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84990049607"
"Servilla, M.; Brunt, J.; Costa, D.; McGann, J.; Waide, R.","Servilla, Mark (15756393700); Brunt, James W. (7006565882); Costa, Duane (34879583700); McGann, Jeanine (55915768000); Waide, Robert B. (6603450738)","15756393700; 7006565882; 34879583700; 55915768000; 6603450738","The contribution and reuse of LTER data in the Provenance Aware Synthesis Tracking Architecture (PASTA) data repository","2016","Ecological Informatics","36","","","247","258","12","10.1016/j.ecoinf.2016.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979649164&doi=10.1016%2Fj.ecoinf.2016.07.003&partnerID=40&md5=c56aaf19a51e4a973a7e586630605304","Sites in the Long Term Ecological Research (LTER) Network have now contributed greater than 5000 data packages into the LTER Network Information System (NIS). This corpus of data and metadata allows us to analyze characteristics of data from the LTER program, including temporal coverage, data format, rate of submission, volume of data, and ecological characteristics of the data (e.g., ecosystems, processes, organisms). In addition, data/metadata congruence checks included in the Provenance Aware Synthesis Tracking Architecture (PASTA) underlying the NIS allow us to examine the quality of metadata submitted. Initial records of data use and citation provide the means to evaluate the efficacy of this repository in disseminating data throughout a broader community – 89 citations of data packages found in 52 articles have been documented to date. © 2016 Elsevier B.V.","Information management; LTER Network; Network Information System; PASTA","ecological approach; information management; information system; metadata; network analysis; repository; tracking","Article","Final","","Scopus","2-s2.0-84979649164"
"Duan, H.; Xiang, X.; Zhang, Y.; Min, G.; Zhan, W.; Lv, P.","Duan, Hancong (56239189300); Xiang, Xiaoke (56659058400); Zhang, Yulu (57190133503); Min, Geyong (7102053498); Zhan, Wenhan (55371877400); Lv, Pengcheng (57190129008)","56239189300; 56659058400; 57190133503; 7102053498; 55371877400; 57190129008","A multi-channel architecture for metadata management in cloud storage systems by binding CPU-cores to disks","2016","Concurrency and Computation: Practice and Experience","28","16","","4215","4229","2","10.1002/cpe.3882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977539407&doi=10.1002%2Fcpe.3882&partnerID=40&md5=0b3627425bc7d97cdab98f70389b6f5b","Metadata operations have become dominant file operations in the storage systems. In the scenarios of read-more and write-less of massive small files, the current distributed file systems suffer from the unsatisfying performance and scalability of metadata service because of random disk I/O during metadata operations. In this paper, a highly efficient metadata management architecture for cloud storage systems is proposed. The cluster design significantly improves the scalability of the system. A concept of the disk I/O channel is introduced, which is an independent data storage pipe by binding an independent CPU-core to each physical disk. In addition, a multi-channel fast key-value storage engine is proposed to provide the extremely efficient performance for the underlying storage service, which takes full advantages of multi-core processors and parallel disks I/O. Besides, a new dynamic load-balancing strategy is proposed to reduce load thrashing and improve the precision of rebalancing among the clusters. Performance measurements under a variety of benchmarks show that the metadata management is capable of handling the massive small files storage and the performance is improved significantly compared to the existing solutions. Copyright © 2016 John Wiley & Sons, Ltd. © © 2016 John Wiley & Sons, Ltd.","channel; distributed storage; massive small files; metadata; multi-core processor; scalability","Balancing; Benchmarking; Copyrights; Memory architecture; Metadata; Scalability; Storage management; Virtual storage; channel; Cloud storage systems; Distributed file systems; Distributed storage; Multi-core processor; Performance and scalabilities; Performance measurements; Small files; Storage as a service (STaaS)","Conference paper","Final","","Scopus","2-s2.0-84977539407"
"Foong, O.-M.; Yong, S.-P.; Jaid, F.-A.","Foong, Oi Mean (35848525300); Yong, Suet Peng (26656442400); Jaid, Farha Am (57192094286)","35848525300; 26656442400; 57192094286","Text Summarization Using Latent Semantic Analysis Model in Mobile Android Platform","2016","Proceedings - AMS 2015: Asia Modelling Symposium 2015 - Asia 9th International Conference on Mathematical Modelling and Computer Simulation","","","7725296","35","39","14","10.1109/AMS.2015.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997079893&doi=10.1109%2FAMS.2015.15&partnerID=40&md5=56e4a75a67728f277d685b0ef9c2612a","This paper presents the Latent Semantic Analysis (LSA) Model in Automatic Text Summarization (ATS) on single English document in mobile Android platform. Readers are drowned in information while starved of knowledge. Millions of articles are uploaded into the website every day. Quite often, lengthy text are presented in online articles but shorter summarized texts are preferred by readers. There exists research gap as most of the extractive text summarizations are based on syntactic appearance of words. Thus, the objective of this paper is to investigate the LSA Model by examining the semantic relationship between terms and sentences in a document for text summarization. We intend to shift our research paradigm to summarize text to infer the semantic contextual cues using the co-occurrence of terms in text. The input text documents were downloaded from Document Understanding Conference 2002 dataset. The preliminary results show that the LSA model yields an average F-Score of 0.386 in text summarization. © 2015 IEEE.","Latent Semantic Analysis; paradigm shift; text summarization","Android (operating system); Text processing; Android platforms; Automatic text summarization; Contextual cue; Document understanding; Latent Semantic Analysis; Paradigm shifts; Semantic relationships; Text summarization; Semantics","Conference paper","Final","","Scopus","2-s2.0-84997079893"
"Tian, D.; Bates, A.; Butler, K.R.B.; Rangaswami, R.","Tian, Dave Jing (56417120400); Bates, Adam (55498417300); Butler, Kevin R.B. (57201561335); Rangaswami, Raju (16242636000)","56417120400; 55498417300; 57201561335; 16242636000","ProvUSB: Block-level provenance-based data protection for USB storage devices","2016","Proceedings of the ACM Conference on Computer and Communications Security","24-28-October-2016","","","242","253","25","10.1145/2976749.2978398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995477512&doi=10.1145%2F2976749.2978398&partnerID=40&md5=32d2b6c7ccbe25c046314a81ccbd1aa0","Defenders of enterprise networks have a critical need to quickly identify the root causes of malware and data leakage. Increasingly, USB storage devices are the media of choice for data exfiltration, malware propagation, and even cyber-warfare. We observe that a critical aspect of explaining and preventing such attacks is understanding the provenance of data (i.e., the lineage of data from its creation to current state) on USB devices as a means of ensuring their safe usage. Unfortunately, provenance tracking is not offered by even sophisticated modern devices. This work presents ProvUSB, an architecture for fine-grained provenance collection and tracking on smart USB devices. ProvUSB maintains data provenance by recording reads and writes at the block layer and reliably identifying hosts editing those blocks through attestation over the USB channel. Our evaluation finds that ProvUSB imposes a one-time 850 ms overhead during USB enumeration, but approaches nearly-bare-metal runtime performance (90% of throughput) on larger files during normal execution, and less than 0.1% storage overhead for provenance in real-world workloads. ProvUSB thus provides essential new techniques in the defense of computer systems and USB storage devices. © 2016 Copyright held by the owner/author(s). Publication rights licensed to ACM.","","Carbon capture; Computer crime; Data privacy; Malware; Network security; Security of data; Virtual storage; Cyber warfare; Data exfiltration; Data provenance; Enterprise networks; Fine grained; Malware propagation; Run-time performance; Storage overhead; Digital storage","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84995477512"
"Ni, J.; Lin, X.; Zhang, K.; Yu, Y.; Shen, X.S.","Ni, Jianbing (55513556200); Lin, Xiaodong (17435253300); Zhang, Kuan (55695066400); Yu, Yong (55628587839); Shen, Xuemin Sherman (7402721166)","55513556200; 17435253300; 55695066400; 55628587839; 7402721166","Secure outsourced data transfer with integrity verification in cloud storage","2016","2016 IEEE/CIC International Conference on Communications in China, ICCC 2016","","","7636866","","","15","10.1109/ICCChina.2016.7636866","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997693867&doi=10.1109%2FICCChina.2016.7636866&partnerID=40&md5=ef959ab5323f1eb07ac60cea0b3afac1","With the proliferation of cloud storage, outsourced data transfer becomes an essential requirement for users to migrate their outsourced data from one cloud to another. However, data confidentiality and integrity are big concerns for users when their data are migrating between two semi-honest clouds. In this paper, we propose a secure outsourced data transfer scheme (SODT) to achieve secure data migration in cloud storage. SODT allows users to migrate the remote data from one cloud to another without retrieving the data from the former cloud, such that the data confidentiality and integrity can be achieved during this process. In addition, the cloud can perform secure data erasure after the data are migrated by utilizing the proxy re-encryption technique. Finally, we discuss the security properties including confidentiality and integrity of SODT, and demonstrate its efficiency in terms of the computational and communication overhead. © 2016 IEEE.","","Cloud storage; Cryptography; Cloud storages; Data confidentiality; Data integrity; Data-migration; Integrity verifications; Outsourced datum; Proxy re encryptions; Remote data; Secure data; Transfer scheme; Data transfer","Conference paper","Final","","Scopus","2-s2.0-84997693867"
"Cha, B.; Park, S.; Kim, J.","Cha, Byung Rea (23388097700); Park, Sun (7501831047); Kim, Jongwon (36063003600)","23388097700; 7501831047; 36063003600","Design and verification of software-defined RAID for hybrid cloud storage","2016","Proceedings - International Conference on Cloud Computing Research and Innovation 2016, ICCCRI 2016","","","7600188","128","133","2","10.1109/ICCCRI.2016.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994840950&doi=10.1109%2FICCCRI.2016.27&partnerID=40&md5=7aa638932d44055de9dd260f5c480a21","This paper proposes a software defined storaging method to converge the network virtualization technique and the RAID of distributed hybrid cloud storage environment. The proposed method designs software-defined based storage which it apply a flexible control and maintenance of distributed hybrid cloud storages. In addition, the method overcomes the restricted of physical storage capacity and cut costs of data recovery. The proposed Software-Defined RAID based failover recovery techniques have been tested the substantial verification using public AWS and Google Storage. © 2016 IEEE.","Distributed Hybrid Cloud Storage; Failover Recovery; Network Virtualization; RAI; Software-Defined Storage","Cloud computing; Computer system recovery; Recovery; Software testing; Verification; Virtual reality; Data recovery; Failover; Flexible control; Hybrid clouds; Network virtualization; Recovery techniques; Storage capacity; Verification of softwares; Digital storage","Conference paper","Final","","Scopus","2-s2.0-84994840950"
"Fiorina, C.; Kerkar, N.; Mikityuk, K.; Rubiolo, P.; Pautz, A.","Fiorina, Carlo (36183329500); Kerkar, Nordine (37013612700); Mikityuk, Konstantin (9839384700); Rubiolo, Pablo R. (6701308277); Pautz, Andreas (55843977500)","36183329500; 37013612700; 9839384700; 6701308277; 55843977500","Development and verification of the neutron diffusion solver for the GeN-Foam multi-physics platform","2016","Annals of Nuclear Energy","96","","","212","222","55","10.1016/j.anucene.2016.05.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976481574&doi=10.1016%2Fj.anucene.2016.05.023&partnerID=40&md5=c89755c01db5176753469e391bd7891a","The Laboratory for Reactor Physics and Systems Behaviour at the PSI and the EPFL has been developing in recent years a new code system for reactor analysis based on OpenFOAM®. The objective is to supplement available legacy codes with a modern tool featuring state-of-the-art characteristics in terms of scalability, programming approach and flexibility. As part of this project, a new solver has been developed for the eigenvalue and transient solution of multi-group diffusion equations. Several features distinguish the developed solver from other available codes, in particular: object oriented programming to ease code modification and maintenance; modern parallel computing capabilities; use of general unstructured meshes; possibility of mesh deformation; cell-wise parametrization of cross-sections; and arbitrary energy group structure. In addition, the solver is integrated into the GeN-Foam multi-physics solver. The general features of the solver and its integration with GeN-Foam have already been presented in previous publications. The present paper describes the diffusion solver in more details and provides an overview of new features recently implemented, including the use of acceleration techniques and discontinuity factors. In addition, a code verification is performed through a comparison with Monte Carlo results for both a thermal and a fast reactor system. © 2016 Elsevier Ltd","Discontinuity factors; Finite volumes; GeN-Foam; Neutron diffusion solver; OpenFOAM; Solution acceleration","Codes (symbols); Diffusion; Eigenvalues and eigenfunctions; Fast reactors; Finite volume method; Mesh generation; Acceleration technique; Diffusion equations; Discontinuity factor; Monte Carlo results; Neutron diffusion; OpenFOAM; Parallel com- puting; Unstructured meshes; Object oriented programming","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84976481574"
"Chang, W.E.; Peterson, M.W.; Garay, C.D.; Korves, T.","Chang, Wenling E. (36445436700); Peterson, Matthew W. (23111868500); Garay, Christopher D. (8515759600); Korves, Tonia M. (6508380252)","36445436700; 23111868500; 8515759600; 6508380252","Pathogen metadata platform: Software for accessing and analyzing pathogen strain information","2016","BMC Bioinformatics","17","1","379","","","2","10.1186/s12859-016-1231-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987917217&doi=10.1186%2Fs12859-016-1231-2&partnerID=40&md5=b5c10025f2bad34d445a6033a63c8435","Background: Pathogen metadata includes information about where and when a pathogen was collected and the type of environment it came from. Along with genomic nucleotide sequence data, this metadata is growing rapidly and becoming a valuable resource not only for research but for biosurveillance and public health. However, current freely available tools for analyzing this data are geared towards bioinformaticians and/or do not provide summaries and visualizations needed to readily interpret results. Results: We designed a platform to easily access and summarize data about pathogen samples. The software includes a PostgreSQL database that captures metadata useful for disease outbreak investigations, and scripts for downloading and parsing data from NCBI BioSample and BioProject into the database. The software provides a user interface to query metadata and obtain standardized results in an exportable, tab-delimited format. To visually summarize results, the user interface provides a 2D histogram for user-selected metadata types and mapping of geolocated entries. The software is built on the LabKey data platform, an open-source data management platform, which enables developers to add functionalities. We demonstrate the use of the software in querying for a pathogen serovar and for genome sequence identifiers. Conclusions: This software enables users to create a local database for pathogen metadata, populate it with data from NCBI, easily query the data, and obtain visual summaries. Some of the components, such as the database, are modular and can be incorporated into other data platforms. The source code is freely available for download at https://github.com/wchangmitre/bioattribution. © 2016 The MITRE Corporation.","BioSample; Biosurveillance; Geocoding; Java; LabKey; Metadata; Pathogen; PostgreSQL","Genes; Information management; Metadata; Open systems; Pathogens; Query processing; User interfaces; BioSample; Biosurveillance; Geo coding; Java; LabKey; PostgreSQL; Open source software; epidemic; factual database; genomics; human; metadata; microbial genome; software; Databases, Factual; Disease Outbreaks; Genome, Microbial; Genomics; Humans; Software","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84987917217"
"Chochiang, K.; Hanna, F.; Betbeder, M.-L.; Lapayre, J.-C.","Chochiang, Kitsiri (57191579472); Hanna, Fouad (56287099600); Betbeder, Marie Laure (14015142500); Lapayre, Jean Christophe (6507446758)","57191579472; 56287099600; 14015142500; 6507446758","A new web-services based platform for semantic transliterated words searching to facilitate tourist strips in Thailand","2016","Proceedings of the 2016 IEEE 20th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2016","","","7566006","310","315","0","10.1109/CSCWD.2016.7566006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991730000&doi=10.1109%2FCSCWD.2016.7566006&partnerID=40&md5=44a62c1895003c71392ad4f19286333b","This research work proposes a new platform for tourism based on ontologies: WICHAI (WebservICes platform for pHuket tourism bAsed on ontologIes). This platform enables tourists who do not speak the Thai language to find accurate and relevant results for their queries on the internet with better processing time and flexibility. Three ontologies are collaborating efficiently in the WICHAI platform: PhuketTourism ontology, Language ontology and UserProfile ontology. Transliterated words processing is supported to search the most relevant words. The evaluation is based on the accuracy of results, relevant keywords and tourists satisfaction. Output similarity, based on the correctness of results, will be connected either with Language ontology and PhuketTourism ontology or with UserProfile ontology. © 2016 IEEE.","Linguistic Analysis; Ontologies; Phuket Tourism Platform; Transliteration; Web-Services","Interactive computer systems; Linguistics; Ontology; Semantic Web; Semantics; Websites; Linguistic analysis; Phuket Tourism Platform; Processing time; Thai language; Thailand; Transliteration; Web services-based platform; Web services","Conference paper","Final","","Scopus","2-s2.0-84991730000"
"Gheisari, M.; Movassagh, A.A.; Qin, Y.; Yong, J.; Tao, X.; Zhang, J.; Shen, H.","Gheisari, Mehdi (57196006880); Movassagh, Ali Akbar (55757916700); Qin, Yongrui Louie (23390357100); Yong, Jianming (7102704668); Tao, Xiaohui Daniel (22837029600); Zhang, Ji (57225122203); Shen, Haifeng (9336109400)","57196006880; 55757916700; 23390357100; 7102704668; 22837029600; 57225122203; 9336109400","NSSSD: A new semantic hierarchical storage for sensor data","2016","Proceedings of the 2016 IEEE 20th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2016","","","7565984","174","179","24","10.1109/CSCWD.2016.7565984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991573452&doi=10.1109%2FCSCWD.2016.7565984&partnerID=40&md5=2ab59627fee5ac3e2ab6b0aa7edf3017","Sensor networks usually generate mass of data, which if not structured for future applications, will require much effort on analytical processing and interpretations. Thus, storing sensor data in an effective and structured format is a key issue in the area of sensor networks. In the meantime, even a little improvement on data storing structure may lead to a significant effect on the lifetime and performance of the sensor network. This paper describes a new method for sensor storage that combines semantic web concepts, a data aggregation method along with aligning sensors in hierarchical form. This solution is able to reduce the amount of data stored at the sink nodes significantly. At the same time, the method structures sensed data in a way that we can respond to semantic web-based queries with less consumption of energy compared to previous conventional methods. Results show that, in some situations especially when the diversity of query responses and life of network are vital, the efficiency of our new solution is much better. © 2016 IEEE.","hierarchical storage; Knowledge modeling; sensor data","Interactive computer systems; Semantic Web; Sensor networks; Consumption of energy; Conventional methods; Data aggregation; Future applications; Hierarchical storage; Knowledge model; Method structures; Sensor data; Digital storage","Conference paper","Final","","Scopus","2-s2.0-84991573452"
"Faísca, J.G.; Rogado, J.Q.","Faísca, José G. (57190884310); Rogado, José Q. (55298965400)","57190884310; 55298965400","Decentralized semantic identity","2016","ACM International Conference Proceeding Series","13-14-September-2016","","2993348","177","180","14","10.1145/2993318.2993348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994172724&doi=10.1145%2F2993318.2993348&partnerID=40&md5=0f34842de837587034f9bce1b298f409","This paper examines a semantic approach for identity management, namely the W3C WebID, as a representation of personal information, and the WebID-TLS as a decentralized authentication protocol, allowing individuals to manage their own identities and data privacy. The paper identifies a set of important usability, privacy and security issues that needs to be addressed, and proposes an end to end authentication mechanism based on WebID, JSON Web Tokens (JWT) and the blockchain. The WebID includes a personal profile with its certificate, and the social relationship information described as the RDF-based FOAF ontology. The JWT is a standardized container format to encode personal related information in a secure way using ""claims"". The distributed, irreversible, undeletable, and immutable nature of the blockchain has appropriate attributes for distributed credential storage and decentralized identity management. © is held by the owner/author(s).","Authentication; Blockchain; Decentralization; DNS; json web tokens; P2P file system; Semantic web; WebID identity","Authentication; Data privacy; Digital storage; Peer to peer networks; Block-chain; Decentralization; File systems; json web tokens; WebID identity; Semantic Web","Conference paper","Final","","Scopus","2-s2.0-84994172724"
"Khalil, O.K.","Khalil, Omar Kassem (55890422100)","55890422100","Modeling the Influence of Metadata on the Storage Size of Databases Implemented with Different Database Systems","2016","Proceedings - 2015 International Conference on Developments in eSystems Engineering, DeSE 2015","","","7563645","245","249","0","10.1109/DeSE.2015.45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991112473&doi=10.1109%2FDeSE.2015.45&partnerID=40&md5=acc1f1225b9086d8b25354bea8c4826b","In his paper we investigate the influence of metadata on the storage size of databases implemented with different database systems such as MS Access, SQL Server and Oracle. Several sample databases have been designed and implemented in order to investigate the influence of every metadata component (attributes, tables, relationships and constraints) on the storage size of the entire database. The experimental results show clearly that the storage size of the database metadata depends on the number of attributes or tables in database systems. When the number of attributes or tables increases from 1 to 10, the storage size increases linearly with different average slopes which depend on the database system. The highest slope was observed for Oracle, while MS Access shows the lowest one. This approach of modeling the storage size in a linear form significantly simplifies the model of metadata on the storage size prediction, which is an important and useful guideline for the design and implementation of database system. © 2015 IEEE.","Attributes; Constraints; Database; Database systems; Metadata; Storage size; Tables","Database systems; Engineering; Industrial engineering; Attributes; Constraints; Design and implementations; MS Access; Sample Database; Size predictions; SQL servers; Tables; Metadata","Conference paper","Final","","Scopus","2-s2.0-84991112473"
"Kolchin, M.; Klimov, N.; Shilin, I.; Garayzuev, D.; Andreev, A.","Kolchin, Maxim (55574806600); Klimov, Nikolay (57021342300); Shilin, Ivan A. (57021593400); Garayzuev, Daniil (57021742100); Andreev, Alexey (56727485700)","55574806600; 57021342300; 57021593400; 57021742100; 56727485700","Unequal temperature changes in city: A case study using a semantic IoT platform","2016","Conference of Open Innovation Association, FRUCT","2016-September","","7561516","113","119","2","10.1109/FRUCT-ISPIT.2016.7561516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989206872&doi=10.1109%2FFRUCT-ISPIT.2016.7561516&partnerID=40&md5=28f0f55ed1f254c6655a65297a39b5d0","Number of connected devices grows much faster than their manufacturers and customers agree on standards which could realise addressing, identification, discovery, composition, security and privacy of these devices. A result of such situation is a lack of interoperability among different clusters of connected devices and systems. This is one of the known research problems in Internet of Things. At the same time knowledge engineering methods and Semantic Web technologies proofs that they could be a solution to this problem. In this paper we present an architecture of a platform built using aforementioned technologies and a case study demonstrating the middleware in analysing measurements of air temperature in city. © 2016 FRUCT.","","Innovation; Interoperability; Middleware; Security of data; Semantic Web; Air temperature; Devices and systems; Measurements of; Research problems; Security and privacy; Semantic Web technology; Temperature changes; Internet of things","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84989206872"
"Yu, Y.; Lü, Z.; Qi, G.","Yu, Yi (57192642561); Lü, Zhilai (58597991300); Qi, Guoyin (57192639584)","57192642561; 58597991300; 57192639584","Research on distributed large-scale time series data management platform","2016","Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control","44","17","","165","170","3","10.7667/PSPC160792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006975081&doi=10.7667%2FPSPC160792&partnerID=40&md5=a1f59fa7f79a091a7c344f7e302403f2","To solve problem that current database is unable to manage large-scale time series data efficiently under power big data environment, the GAIA distributed large-scale time series data management platform using popular distributed architecture is established, to ensure stability and reliability of system. It uses model center of configurable hierarchicalrelation to solve problem for large-scale measure point management. It adopts event-driven and time slicing technology to effectively solve the problem for performance of large-scale terminal real time data acquisition. The proposed platform can greatly improve the capabilities to manage large-scale time series data, meet the requirements of the power industry data management platform and vigorously promote the development of electric power industry information. © 2016, Power System Protection and Control Press. All right reserved.","Distributed storage; Information technology; Power big data; Real-time database","","Article","Final","","Scopus","2-s2.0-85006975081"
